|dates|Person_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Person_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Person_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Person_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Person_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Person_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Person_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Person_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-02|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-03|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-04|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-05|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-06|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-07|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-08|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-09|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-10|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-11|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-12|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-13|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-14|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-15|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-16|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-17|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-18|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-19|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-20|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-21|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-22|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-23|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-24|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-25|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-26|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-27|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-28|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-29|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-30|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-01-31|17934.0|0|774.0|0|4.137267479153303|0|18708.0|0
0|2020-02-01|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-02|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-03|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-04|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-05|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-06|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
0|2020-02-07|18124.0|0|710.0|0|3.7697780609535947|0|18834.0|0
