|dates|Christian_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Christian_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Christian_Illinois_UnitedStates.Male_Total_Population.data|Christian_Illinois_UnitedStates.Male_Total_Population.missing|Christian_Illinois_UnitedStates.Female_Total_Population.data|Christian_Illinois_UnitedStates.Female_Total_Population.missing|Christian_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Christian_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6511.0|0|16620.0|0|16041.0|0|6610.0|0
