|dates|Nemaha_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nemaha_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nemaha_Nebraska_UnitedStates.Male_Total_Population.data|Nemaha_Nebraska_UnitedStates.Male_Total_Population.missing|Nemaha_Nebraska_UnitedStates.Female_Total_Population.data|Nemaha_Nebraska_UnitedStates.Female_Total_Population.missing|Nemaha_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Nemaha_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1397.0|0|3479.0|0|3479.0|0|1508.0|0
