|dates|Saluda_SouthCarolina_UnitedStates.AveragePrecipitationTotal.data|Saluda_SouthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Saluda_SouthCarolina_UnitedStates.AveragePrecipitation.data|Saluda_SouthCarolina_UnitedStates.AveragePrecipitation.missing|Saluda_SouthCarolina_UnitedStates.AverageWindDirection.data|Saluda_SouthCarolina_UnitedStates.AverageWindDirection.missing|Saluda_SouthCarolina_UnitedStates.AverageWindSpeed.data|Saluda_SouthCarolina_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|242.29166666666666|0|6.989583333333333|0
0|2020-01-02|0.0|0|0.011770833333333336|0|94.6875|0|2.4270833333333335|0
0|2020-01-03|0.0|0|0.02010416666666667|0|93.75|0|2.2760416666666665|0
0|2020-01-04|0.0|0|0.0038541666666666685|0|239.27083333333334|0|12.34375|0
0|2020-01-05|0.0|0|0.0|0|249.32291666666666|0|7.411458333333333|0
0|2020-01-06|0.0|0|0.0|0|185.20833333333334|0|4.213541666666667|0
0|2020-01-07|0.0|0|0.0016666666666666668|0|223.64583333333334|0|8.145833333333334|0
0|2020-01-08|0.0|0|0.0|0|216.25|0|6.0|0
0|2020-01-09|0.0|0|0.0|0|64.47916666666667|0|4.125|0
0|2020-01-10|0.0|0|0.0|0|59.791666666666664|0|3.0833333333333335|0
0|2020-01-11|0.0|0|0.01104166666666667|0|164.89583333333334|0|8.151041666666666|0
0|2020-01-12|0.0|0|0.002916666666666667|0|143.4375|0|4.260416666666667|0
0|2020-01-13|0.0|0|0.06427083333333332|0|86.5625|0|1.5729166666666667|0
0|2020-01-14|0.0|0|0.008645833333333333|0|128.22916666666666|0|3.234375|0
0|2020-01-15|0.0|0|0.0|0|129.6875|0|3.7916666666666665|0
0|2020-01-16|0.0|0|0.0|0|294.1666666666667|0|9.6875|0
0|2020-01-17|0.0|0|0.0|0|99.89583333333333|0|6.760416666666667|0
0|2020-01-18|0.0|0|0.0003125|0|132.39583333333334|0|3.0520833333333335|0
0|2020-01-19|0.0|0|0.003229166666666667|0|250.0|0|8.729166666666666|0
0|2020-01-20|0.0|0|0.0|0|103.22916666666667|0|6.614583333333333|0
0|2020-01-21|0.0|0|0.0|0|78.33333333333333|0|9.604166666666666|0
0|2020-01-22|0.0|0|0.0|0|57.8125|0|8.708333333333334|0
0|2020-01-23|0.0|0|0.0|0|37.708333333333336|0|7.302083333333333|0
0|2020-01-24|0.0|0|0.02281249999999999|0|107.8125|0|5.71875|0
0|2020-01-25|0.0|0|0.0|0|240.9375|0|7.947916666666667|0
0|2020-01-26|0.0|0|0.0|0|226.04166666666666|0|4.833333333333333|0
0|2020-01-27|0.0|0|0.0|0|243.90625|0|7.375|0
0|2020-01-28|0.0|0|0.0|0|109.89583333333333|0|1.78125|0
0|2020-01-29|0.0|0|0.0|0|42.5|0|3.8125|0
0|2020-01-30|0.0|0|0.0|0|55.729166666666664|0|5.208333333333333|0
0|2020-01-31|0.0|0|0.020104166666666676|0|53.645833333333336|0|6.625|0
0|2020-02-01|0.0|0|0.0|0|212.29166666666666|0|6.427083333333333|0
0|2020-02-02|0.0|0|0.0|0|250.9375|0|12.15625|0
0|2020-02-03|0.0|0|0.0|0|225.3125|0|7.979166666666667|0
0|2020-02-04|0.0|0|0.0|0|221.66666666666666|0|9.791666666666666|0
0|2020-02-05|0.0|0|0.0053125|0|175.10416666666666|0|6.864583333333333|0
0|2020-02-06|0.0|0|0.08604166666666664|0|176.77083333333334|0|9.166666666666666|0
0|2020-02-07|0.0|0|0.00020833333333333335|0|244.84375|0|18.265625|0
0|2020-02-08|0.0|0|0.002239583333333334|0|111.875|0|1.9583333333333333|0
0|2020-02-09|0.0|0|0.0|0|83.64583333333333|0|1.7708333333333333|0
0|2020-02-10|0.0|0|0.0021875|0|33.125|0|1.2708333333333333|0
0|2020-02-11|0.0|0|0.006770833333333334|0|207.1875|0|10.947916666666666|0
0|2020-02-12|0.0|0|0.0|0|72.13541666666667|0|2.1614583333333335|0
0|2020-02-13|0.0|0|0.007604166666666669|0|236.875|0|11.041666666666666|0
0|2020-02-14|0.0|0|0.0|0|164.16666666666666|0|4.552083333333333|0
0|2020-02-15|0.0|0|0.0|0|46.458333333333336|0|4.604166666666667|0
0|2020-02-16|0.0|0|0.006354166666666668|0|81.77083333333333|0|1.7291666666666667|0
0|2020-02-17|0.0|0|0.0|0|47.604166666666664|0|2.40625|0
0|2020-02-18|0.0|0|0.021770833333333333|0|34.895833333333336|0|0.9166666666666666|0
0|2020-02-19|0.0|0|0.005312500000000002|0|99.27083333333333|0|6.630208333333333|0
0|2020-02-20|0.0|0|0.019270833333333345|0|35.0|0|9.28125|0
0|2020-02-21|0.0|0|0.0|0|38.645833333333336|0|7.703125|0
