|dates|Winchester_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winchester_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winchester_Virginia_UnitedStates.Male_Total_Population.data|Winchester_Virginia_UnitedStates.Male_Total_Population.missing|Winchester_Virginia_UnitedStates.Female_Total_Population.data|Winchester_Virginia_UnitedStates.Female_Total_Population.missing|Winchester_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Winchester_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4466.0|0|13689.0|0|14419.0|0|6354.0|0
