|dates|BenHill_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BenHill_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BenHill_Georgia_UnitedStates.Male_Total_Population.data|BenHill_Georgia_UnitedStates.Male_Total_Population.missing|BenHill_Georgia_UnitedStates.Female_Total_Population.data|BenHill_Georgia_UnitedStates.Female_Total_Population.missing|BenHill_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|BenHill_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2939.0|0|7965.0|0|8822.0|0|4140.0|0
