|dates|Simpson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Simpson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Simpson_Kentucky_UnitedStates.Male_Total_Population.data|Simpson_Kentucky_UnitedStates.Male_Total_Population.missing|Simpson_Kentucky_UnitedStates.Female_Total_Population.data|Simpson_Kentucky_UnitedStates.Female_Total_Population.missing|Simpson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Simpson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3056.0|0|9119.0|0|9410.0|0|4466.0|0
