|dates|Stephens_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stephens_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stephens_Georgia_UnitedStates.Male_Total_Population.data|Stephens_Georgia_UnitedStates.Male_Total_Population.missing|Stephens_Georgia_UnitedStates.Female_Total_Population.data|Stephens_Georgia_UnitedStates.Female_Total_Population.missing|Stephens_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Stephens_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5052.0|0|12508.0|0|13527.0|0|5787.0|0
