|dates|Dawes_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawes_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawes_Nebraska_UnitedStates.Male_Total_Population.data|Dawes_Nebraska_UnitedStates.Male_Total_Population.missing|Dawes_Nebraska_UnitedStates.Female_Total_Population.data|Dawes_Nebraska_UnitedStates.Female_Total_Population.missing|Dawes_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dawes_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1616.0|0|4348.0|0|4368.0|0|1531.0|0
