|dates|Socorro_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Socorro_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Socorro_NewMexico_UnitedStates.Male_Total_Population.data|Socorro_NewMexico_UnitedStates.Male_Total_Population.missing|Socorro_NewMexico_UnitedStates.Female_Total_Population.data|Socorro_NewMexico_UnitedStates.Female_Total_Population.missing|Socorro_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Socorro_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3230.0|0|8396.0|0|8339.0|0|3758.0|0
