|dates|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McDonough_Illinois_UnitedStates.NYT_ConfirmedCases.data|McDonough_Illinois_UnitedStates.NYT_ConfirmedCases.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3383.0|0|0.0|100|53.0|0|0.0|100
