|dates|Lake_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Michigan_UnitedStates.Male_Total_Population.data|Lake_Michigan_UnitedStates.Male_Total_Population.missing|Lake_Michigan_UnitedStates.Female_Total_Population.data|Lake_Michigan_UnitedStates.Female_Total_Population.missing|Lake_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3401.0|0|6041.0|0|5840.0|0|1923.0|0
