|dates|Chaves_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chaves_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chaves_NewMexico_UnitedStates.Male_Total_Population.data|Chaves_NewMexico_UnitedStates.Male_Total_Population.missing|Chaves_NewMexico_UnitedStates.Female_Total_Population.data|Chaves_NewMexico_UnitedStates.Female_Total_Population.missing|Chaves_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Chaves_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10326.0|0|32098.0|0|32591.0|0|17044.0|0
