|dates|Scurry_Texas_UnitedStates.AveragePrecipitationTotal.data|Scurry_Texas_UnitedStates.AveragePrecipitationTotal.missing|Scurry_Texas_UnitedStates.AveragePrecipitation.data|Scurry_Texas_UnitedStates.AveragePrecipitation.missing|Scurry_Texas_UnitedStates.AverageWindDirection.data|Scurry_Texas_UnitedStates.AverageWindDirection.missing|Scurry_Texas_UnitedStates.AverageWindSpeed.data|Scurry_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|157.5|0|4.458333333333333|0
