|dates|LaGrange_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaGrange_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaGrange_Indiana_UnitedStates.Male_Total_Population.data|LaGrange_Indiana_UnitedStates.Male_Total_Population.missing|LaGrange_Indiana_UnitedStates.Female_Total_Population.data|LaGrange_Indiana_UnitedStates.Female_Total_Population.missing|LaGrange_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|LaGrange_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5363.0|0|19980.0|0|19350.0|0|12779.0|0
