|dates|Delaware_NewYork_UnitedStates.BLS_EmployedPopulation.data|Delaware_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Delaware_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Delaware_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Delaware_NewYork_UnitedStates.BLS_UnemploymentRate.data|Delaware_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Delaware_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Delaware_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-02|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-03|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-04|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-05|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-06|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-07|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-08|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-09|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-10|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-11|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-12|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-13|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-14|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-15|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-16|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-17|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-18|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-19|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-20|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-21|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-22|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-23|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-24|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-25|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-26|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-27|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-28|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-29|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-30|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-01-31|17995.0|0|1044.0|0|5.483481275277063|0|19039.0|0
0|2020-02-01|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-02|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-03|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-04|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-05|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-06|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-07|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-08|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-09|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-10|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-11|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-12|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-13|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-14|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-15|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-16|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-17|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-18|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-19|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-20|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-21|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-22|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-23|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-24|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-25|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-26|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-27|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-28|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-02-29|17979.0|0|1045.5|0|5.495545218008358|0|19024.5|0
0|2020-03-01|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-02|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-03|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-04|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-05|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-06|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-07|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-08|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-09|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-10|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-11|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-12|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-13|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-14|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-15|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-16|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-17|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-18|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-19|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-20|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-21|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-22|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-23|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-24|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-25|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-26|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-27|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-28|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-29|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
0|2020-03-30|17564.0|0|1042.5|0|5.602880713729073|0|18606.5|0
