|dates|Caroline_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caroline_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caroline_Virginia_UnitedStates.Male_Total_Population.data|Caroline_Virginia_UnitedStates.Male_Total_Population.missing|Caroline_Virginia_UnitedStates.Female_Total_Population.data|Caroline_Virginia_UnitedStates.Female_Total_Population.missing|Caroline_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Caroline_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5050.0|0|15214.0|0|15558.0|0|7079.0|0
