|dates|Iroquois_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iroquois_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iroquois_Illinois_UnitedStates.Male_Total_Population.data|Iroquois_Illinois_UnitedStates.Male_Total_Population.missing|Iroquois_Illinois_UnitedStates.Female_Total_Population.data|Iroquois_Illinois_UnitedStates.Female_Total_Population.missing|Iroquois_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Iroquois_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5952.0|0|13561.0|0|14043.0|0|5964.0|0
