|dates|Sioux_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sioux_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sioux_NorthDakota_UnitedStates.Male_Total_Population.data|Sioux_NorthDakota_UnitedStates.Male_Total_Population.missing|Sioux_NorthDakota_UnitedStates.Female_Total_Population.data|Sioux_NorthDakota_UnitedStates.Female_Total_Population.missing|Sioux_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Sioux_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|353.0|0|2173.0|0|2185.0|0|1553.0|0
