|dates|Rockingham_NewHampshire_UnitedStates.BLS_EmployedPopulation.data|Rockingham_NewHampshire_UnitedStates.BLS_EmployedPopulation.missing|Rockingham_NewHampshire_UnitedStates.BLS_UnemployedPopulation.data|Rockingham_NewHampshire_UnitedStates.BLS_UnemployedPopulation.missing|Rockingham_NewHampshire_UnitedStates.BLS_UnemploymentRate.data|Rockingham_NewHampshire_UnitedStates.BLS_UnemploymentRate.missing|Rockingham_NewHampshire_UnitedStates.BLS_LaborForcePopulation.data|Rockingham_NewHampshire_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-02|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-03|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-04|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-05|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-06|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-07|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-08|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-09|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-10|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-11|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-12|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-13|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-14|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-15|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-16|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-17|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-18|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-19|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-20|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-21|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-22|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-23|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-24|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-25|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-26|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-27|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-28|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-29|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-30|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-01-31|183797.5|0|6222.5|0|3.274655299442164|0|190020.0|0
0|2020-02-01|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-02|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-03|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-04|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-05|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-06|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-07|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-08|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-09|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-10|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-11|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-12|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-13|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-14|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-15|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-16|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-17|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
0|2020-02-18|182213.0|0|6169.0|0|3.274729008079328|0|188382.0|0
