|dates|Clark_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Indiana_UnitedStates.Male_Total_Population.data|Clark_Indiana_UnitedStates.Male_Total_Population.missing|Clark_Indiana_UnitedStates.Female_Total_Population.data|Clark_Indiana_UnitedStates.Female_Total_Population.missing|Clark_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18524.0|0|57274.0|0|60086.0|0|26376.0|0
