|dates|SanPatricio_Texas_UnitedStates.AveragePrecipitationTotal.data|SanPatricio_Texas_UnitedStates.AveragePrecipitationTotal.missing|SanPatricio_Texas_UnitedStates.AveragePrecipitation.data|SanPatricio_Texas_UnitedStates.AveragePrecipitation.missing|SanPatricio_Texas_UnitedStates.AverageWindDirection.data|SanPatricio_Texas_UnitedStates.AverageWindDirection.missing|SanPatricio_Texas_UnitedStates.AverageWindSpeed.data|SanPatricio_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-29|0.0|0|0.0|0|201.5625|0|10.333333333333334|0
0|2020-01-30|0.0|0|0.0|0|47.5|0|11.197916666666666|0
0|2020-01-31|0.0|0|0.0|0|101.04166666666667|0|7.291666666666667|0
0|2020-02-01|0.0|0|0.0|0|265.9375|0|6.34375|0
0|2020-02-02|0.0|0|0.0|0|203.54166666666666|0|11.15625|0
0|2020-02-03|0.0|0|0.0|0|185.9375|0|18.15625|0
0|2020-02-04|0.0|0|0.0|0|182.1875|0|11.895833333333334|0
0|2020-02-05|0.0|0|0.0|0|204.6875|0|15.338541666666666|0
0|2020-02-06|0.0|0|0.0|0|289.5833333333333|0|12.010416666666666|0
0|2020-02-07|0.0|0|0.0|0|200.67708333333334|0|13.895833333333334|0
0|2020-02-08|0.0|0|0.0|0|159.79166666666666|0|12.052083333333334|0
0|2020-02-09|0.0|0|0.0|0|154.0625|0|17.0625|0
0|2020-02-10|0.0|0|0.0|0|161.97916666666666|0|13.729166666666666|0
0|2020-02-11|0.0|0|0.0|0|50.0|0|12.776041666666666|0
0|2020-02-12|0.0|0|0.0|0|216.97916666666666|0|8.4375|0
0|2020-02-13|0.0|0|0.0|0|100.88541666666667|0|9.213541666666666|0
0|2020-02-14|0.0|0|0.0|0|73.54166666666667|0|9.713541666666666|0
0|2020-02-15|0.0|0|0.0|0|83.64583333333333|0|7.666666666666667|0
0|2020-02-16|0.0|0|0.0|0|85.41666666666667|0|5.489583333333333|0
0|2020-02-17|0.0|0|0.0|0|175.72916666666666|0|12.609375|0
0|2020-02-18|0.0|0|0.0|0|130.9375|0|12.8125|0
0|2020-02-19|0.0|0|0.0|0|56.71875|0|9.927083333333334|0
0|2020-02-20|0.0|0|0.0|0|46.770833333333336|0|15.364583333333334|0
0|2020-02-21|0.0|0|0.0|0|40.729166666666664|0|13.171875|0
0|2020-02-22|0.0|0|0.0|0|122.55208333333333|0|8.171875|0
0|2020-02-23|0.0|0|0.0|0|153.95833333333334|0|9.729166666666666|0
0|2020-02-24|0.0|0|0.0|0|209.47916666666666|0|7.875|0
0|2020-02-25|0.0|0|0.0|0|101.25|0|8.166666666666666|0
0|2020-02-26|0.0|0|0.0|0|219.32291666666666|0|17.625|0
0|2020-02-27|0.0|0|0.0|0|126.5625|0|5.291666666666667|0
0|2020-02-28|0.0|0|0.0|0|200.15625|0|6.520833333333333|0
0|2020-02-29|0.0|0|0.0|0|170.3125|0|11.770833333333334|0
0|2020-03-01|0.0|0|0.0|0|178.54166666666666|0|17.333333333333332|0
0|2020-03-02|0.0|0|0.0|0|158.95833333333334|0|11.8125|0
0|2020-03-03|0.0|0|0.0|0|117.29166666666667|0|9.21875|0
0|2020-03-04|0.0|0|0.0|0|262.9166666666667|0|14.927083333333334|0
0|2020-03-05|0.0|0|0.0|0|215.72916666666666|0|11.833333333333334|0
0|2020-03-06|0.0|0|0.0|0|148.02083333333334|0|9.4375|0
0|2020-03-07|0.0|0|0.0|0|76.35416666666667|0|8.3125|0
0|2020-03-08|0.0|0|0.0|0|114.79166666666667|0|10.947916666666666|0
0|2020-03-09|0.0|0|0.0|0|165.9375|0|10.947916666666666|0
0|2020-03-10|0.0|0|0.0|0|135.625|0|8.510416666666666|0
0|2020-03-11|0.0|0|0.0|0|178.4375|0|10.34375|0
0|2020-03-12|0.0|0|0.0|0|177.60416666666666|0|13.6875|0
0|2020-03-13|0.0|0|0.0|0|155.72916666666666|0|13.739583333333334|0
0|2020-03-14|0.0|0|0.0|0|148.85416666666666|0|13.895833333333334|0
0|2020-03-15|0.0|0|0.0|0|134.89583333333334|0|10.78125|0
0|2020-03-16|0.0|0|0.0|0|132.91666666666666|0|11.385416666666666|0
0|2020-03-17|0.0|0|0.0|0|157.76041666666666|0|13.755208333333334|0
0|2020-03-18|0.0|0|0.0|0|161.77083333333334|0|15.59375|0
0|2020-03-19|0.0|0|0.0|0|162.5|0|19.302083333333332|0
0|2020-03-20|0.0|0|0.0|0|98.90625|0|13.322916666666666|0
0|2020-03-21|0.0|0|0.0|0|53.229166666666664|0|13.416666666666666|0
0|2020-03-22|0.0|0|0.0|0|186.35416666666666|0|8.770833333333334|0
0|2020-03-23|0.0|0|0.0|0|177.86458333333334|0|13.802083333333334|0
0|2020-03-24|0.0|0|0.0|0|179.27083333333334|0|13.854166666666666|0
0|2020-03-25|0.0|0|0.0|0|151.71875|0|9.020833333333334|0
0|2020-03-26|0.0|0|0.0|0|165.10416666666666|0|15.052083333333334|0
0|2020-03-27|0.0|0|0.0|0|167.70833333333334|0|18.510416666666668|0
0|2020-03-28|0.0|0|0.0|0|139.16666666666666|0|11.6875|0
0|2020-03-29|0.0|0|0.0|0|70.52083333333333|0|10.958333333333334|0
0|2020-03-30|0.0|0|0.0|0|143.4375|0|11.041666666666666|0
0|2020-03-31|0.0|0|0.0|0|118.33333333333333|0|9.71875|0
0|2020-04-01|0.0|0|0.0|0|106.04166666666667|0|11.552083333333334|0
0|2020-04-02|0.0|0|0.0|0|146.19791666666666|0|13.494791666666666|0
0|2020-04-03|0.0|0|0.0|0|134.27083333333334|0|13.114583333333334|0
0|2020-04-04|0.0|0|0.0|0|62.5|0|15.125|0
0|2020-04-05|0.0|0|0.0|0|96.875|0|10.239583333333334|0
0|2020-04-06|0.0|0|0.0|0|81.35416666666667|0|6.270833333333333|0
0|2020-04-07|0.0|0|0.0|0|132.70833333333334|0|4.989583333333333|0
0|2020-04-08|0.0|0|0.0|0|178.75|0|7.708333333333333|0
0|2020-04-09|0.0|0|0.0|0|131.77083333333334|0|6.416666666666667|0
0|2020-04-10|0.0|0|0.0|0|97.08333333333333|0|11.375|0
0|2020-04-11|0.0|0|0.0|0|124.89583333333333|0|13.864583333333334|0
0|2020-04-12|0.0|0|0.0|0|252.39583333333334|0|17.3125|0
0|2020-04-13|0.0|0|0.0|0|56.25|0|11.5625|0
0|2020-04-14|0.0|0|0.0|0|34.0625|0|14.520833333333334|0
0|2020-04-15|0.0|0|0.0|0|81.97916666666667|0|12.489583333333334|0
0|2020-04-16|0.0|0|0.0|0|112.5|0|9.0625|0
0|2020-04-17|0.0|0|0.0|0|131.875|0|8.84375|0
0|2020-04-18|0.0|0|0.0|0|62.395833333333336|0|9.5625|0
0|2020-04-19|0.0|0|0.0|0|187.70833333333334|0|7.864583333333333|0
0|2020-04-20|0.0|0|0.0|0|110.0|0|7.385416666666667|0
0|2020-04-21|0.0|0|0.0|0|141.97916666666666|0|12.96875|0
0|2020-04-22|0.0|0|0.0|0|171.875|0|15.052083333333334|0
0|2020-04-23|0.0|0|0.0|0|126.5625|0|10.208333333333334|0
0|2020-04-24|0.0|0|0.0|0|175.20833333333334|0|11.395833333333334|0
0|2020-04-25|0.0|0|0.0|0|86.45833333333333|0|11.5|0
0|2020-04-26|0.0|0|0.0|0|90.10416666666667|0|11.479166666666666|0
0|2020-04-27|0.0|0|0.0|0|151.875|0|14.354166666666666|0
0|2020-04-28|0.0|0|0.0|0|173.02083333333334|0|16.125|0
0|2020-04-29|0.0|0|0.0|0|98.28125|0|11.213541666666666|0
0|2020-04-30|0.0|0|0.0|0|141.40625|0|8.645833333333334|0
0|2020-05-01|0.0|0|0.0|0|160.46875|0|14.171875|0
0|2020-05-02|0.0|0|0.0|0|170.625|0|15.84375|0
0|2020-05-03|0.0|0|0.0|0|173.85416666666666|0|13.552083333333334|0
0|2020-05-04|0.0|0|0.0|0|175.625|0|14.5625|0
0|2020-05-05|0.0|0|0.0|0|141.77083333333334|0|10.208333333333334|0
0|2020-05-06|0.0|0|0.0|0|77.29166666666667|0|12.447916666666666|0
0|2020-05-07|0.0|0|0.0|0|142.5|0|14.885416666666666|0
0|2020-05-08|0.0|0|0.0|0|159.89583333333334|0|18.739583333333332|0
0|2020-05-09|0.0|0|0.0|0|77.70833333333333|0|12.71875|0
0|2020-05-10|0.0|0|0.0|0|85.625|0|10.213541666666666|0
0|2020-05-11|0.0|0|0.0|0|106.875|0|11.802083333333334|0
0|2020-05-12|0.0|0|0.0|0|169.0625|0|16.864583333333332|0
0|2020-05-13|0.0|0|0.0|0|143.4375|0|14.260416666666666|0
0|2020-05-14|0.0|0|0.0|0|153.64583333333334|0|9.90625|0
0|2020-05-15|0.0|0|0.0|0|149.79166666666666|0|12.916666666666666|0
0|2020-05-16|0.0|0|0.0|0|122.5|0|6.21875|0
0|2020-05-17|0.0|0|0.0|0|104.89583333333333|0|6.09375|0
0|2020-05-18|0.0|0|0.0|0|153.33333333333334|0|6.322916666666667|0
0|2020-05-19|0.0|0|0.0|0|190.0|0|13.5625|0
0|2020-05-20|0.0|0|0.0|0|176.04166666666666|0|16.333333333333332|0
0|2020-05-21|0.0|0|0.0|0|157.5|0|14.010416666666666|0
0|2020-05-22|0.0|0|0.0|0|153.125|0|14.697916666666666|0
0|2020-05-23|0.0|0|0.0|0|155.9375|0|15.583333333333334|0
0|2020-05-24|0.0|0|0.0|0|148.02083333333334|0|13.875|0
0|2020-05-25|0.0|0|0.0|0|138.95833333333334|0|8.239583333333334|0
0|2020-05-26|0.0|0|0.0|0|160.0|0|7.84375|0
0|2020-05-27|0.0|0|0.0|0|188.85416666666666|0|10.291666666666666|0
0|2020-05-28|0.0|0|0.0|0|140.78125|0|11.005208333333334|0
0|2020-05-29|0.0|0|0.0|0|73.64583333333333|0|6.208333333333333|0
0|2020-05-30|0.0|0|0.0|0|124.375|0|7.854166666666667|0
0|2020-05-31|0.0|0|0.0|0|86.04166666666667|0|6.916666666666667|0
0|2020-06-01|0.0|0|0.0|0|106.45833333333333|0|8.635416666666666|0
0|2020-06-02|0.0|0|0.0|0|86.45833333333333|0|7.520833333333333|0
0|2020-06-03|0.0|0|0.0|0|106.45833333333333|0|6.15625|0
0|2020-06-04|0.0|0|0.0|0|152.70833333333334|0|6.958333333333333|0
0|2020-06-05|0.0|0|0.0|0|115.20833333333333|0|5.833333333333333|0
0|2020-06-06|0.0|0|0.0|0|140.0|0|5.197916666666667|0
0|2020-06-07|0.0|0|0.0|0|194.0625|0|4.885416666666667|0
0|2020-06-08|0.0|0|0.0|0|183.02083333333334|0|8.979166666666666|0
0|2020-06-09|0.0|0|0.0|0|169.89583333333334|0|10.739583333333334|0
0|2020-06-10|0.0|0|0.0|0|77.70833333333333|0|9.770833333333334|0
0|2020-06-11|0.0|0|0.0|0|83.125|0|7.520833333333333|0
0|2020-06-12|0.0|0|0.0|0|63.489583333333336|0|5.833333333333333|0
0|2020-06-13|0.0|0|0.0|0|136.04166666666666|0|7.791666666666667|0
0|2020-06-14|0.0|0|0.0|0|126.66666666666667|0|7.994791666666667|0
0|2020-06-15|0.0|0|0.0|0|116.97916666666667|0|8.479166666666666|0
0|2020-06-16|0.0|0|0.0|0|141.04166666666666|0|10.895833333333334|0
0|2020-06-17|0.0|0|0.0|0|153.33333333333334|0|10.395833333333334|0
0|2020-06-18|0.0|0|0.0|0|148.69791666666666|0|10.265625|0
0|2020-06-19|0.0|0|0.0|0|162.91666666666666|0|13.385416666666666|0
0|2020-06-20|0.0|0|0.0|0|163.28125|0|12.333333333333334|0
0|2020-06-21|0.0|0|0.0|0|175.41666666666666|0|13.3125|0
0|2020-06-22|0.0|0|0.0|0|177.91666666666666|0|17.229166666666668|0
0|2020-06-23|0.0|0|0.0|0|177.39583333333334|0|10.359375|0
0|2020-06-24|0.0|0|0.0|0|140.72916666666666|0|5.479166666666667|0
0|2020-06-25|0.0|0|0.0|0|146.35416666666666|0|7.208333333333333|0
0|2020-06-26|0.0|0|0.0|0|149.6875|0|8.927083333333334|0
0|2020-06-27|0.0|0|0.0|0|168.33333333333334|0|12.145833333333334|0
0|2020-06-28|0.0|0|0.0|0|177.6875|0|16.8125|0
0|2020-06-29|0.0|0|0.0|0|177.1875|0|18.802083333333332|0
0|2020-06-30|0.0|0|0.0|0|175.72916666666666|0|17.260416666666668|0
0|2020-07-01|0.0|0|0.0|0|178.11458333333334|0|15.958333333333334|0
0|2020-07-02|0.0|0|0.0|0|173.04166666666666|0|13.21875|0
0|2020-07-03|0.0|0|0.0|0|180.72916666666666|0|8.666666666666666|0
0|2020-07-04|0.0|0|0.0|0|195.83333333333334|0|9.65625|0
0|2020-07-05|0.0|0|0.0|0|186.77083333333334|0|12.489583333333334|0
0|2020-07-06|0.0|0|0.0|0|174.47916666666666|0|15.708333333333334|0
0|2020-07-07|0.0|0|0.0|0|177.91666666666666|0|14.0|0
0|2020-07-08|0.0|0|0.0|0|175.52083333333334|0|15.729166666666666|0
0|2020-07-09|0.0|0|0.0|0|171.66666666666666|0|15.333333333333334|0
0|2020-07-10|0.0|0|0.0|0|171.04166666666666|0|13.572916666666666|0
0|2020-07-11|0.0|0|0.0|0|179.07291666666666|0|11.15625|0
0|2020-07-12|0.0|0|0.0|0|184.72916666666666|0|10.614583333333334|0
0|2020-07-13|0.0|0|0.0|0|184.84375|0|14.515625|0
0|2020-07-14|0.0|0|0.0|0|184.6875|0|16.609375|0
0|2020-07-15|0.0|0|0.0|0|175.20833333333334|0|15.0|0
0|2020-07-16|0.0|0|0.0|0|165.83333333333334|0|12.552083333333334|0
0|2020-07-17|0.0|0|0.0|0|153.38541666666666|0|7.59375|0
0|2020-07-18|0.0|0|0.0|0|142.27083333333334|0|8.385416666666666|0
0|2020-07-19|0.0|0|0.0|0|102.8125|0|6.46875|0
0|2020-07-20|0.0|0|0.0|0|94.89583333333333|0|7.765625|0
0|2020-07-21|0.0|0|0.0|0|174.375|0|7.520833333333333|0
0|2020-07-22|0.0|0|0.0|0|145.52083333333334|0|8.416666666666666|0
0|2020-07-23|0.0|0|0.0|0|121.35416666666667|0|7.645833333333333|0
0|2020-07-24|0.0|0|0.0|0|113.57291666666667|0|11.020833333333334|0
0|2020-07-25|0.0|0|0.0|0|41.197916666666664|0|21.125|0
0|2020-07-26|0.0|0|0.0|0|90.0|0|23.0|0
0|2020-07-27|0.0|0|0.0|0|110.41666666666667|0|16.125|0
0|2020-07-28|0.0|0|0.0|0|149.625|0|7.28125|0
0|2020-07-29|0.0|0|0.0|0|176.14583333333334|0|8.520833333333334|0
0|2020-07-30|0.0|0|0.0|0|178.125|0|12.302083333333334|0
0|2020-07-31|0.0|0|0.0|0|185.10416666666666|0|10.791666666666666|0
0|2020-08-01|0.0|0|0.0|0|176.09375|0|7.734375|0
0|2020-08-02|0.0|0|0.0|0|153.75|0|5.802083333333333|0
0|2020-08-03|0.0|0|0.0|0|127.44791666666667|0|4.604166666666667|0
0|2020-08-04|0.0|0|0.0|0|152.5|0|4.8125|0
0|2020-08-05|0.0|0|0.0|0|169.71875|0|7.802083333333333|0
0|2020-08-06|0.0|0|0.0|0|159.27083333333334|0|9.40625|0
0|2020-08-07|0.0|0|0.0|0|150.83333333333334|0|9.947916666666666|0
0|2020-08-08|0.0|0|0.0|0|158.85416666666666|0|9.291666666666666|0
0|2020-08-09|0.0|0|0.0|0|166.875|0|11.489583333333334|0
0|2020-08-10|0.0|0|0.0|0|170.41666666666666|0|10.71875|0
0|2020-08-11|0.0|0|0.0|0|174.79166666666666|0|11.520833333333334|0
0|2020-08-12|0.0|0|0.0|0|180.11458333333334|0|11.677083333333334|0
0|2020-08-13|0.0|0|0.0|0|183.95833333333334|0|10.052083333333334|0
0|2020-08-14|0.0|0|0.0|0|194.57291666666666|0|10.46875|0
0|2020-08-15|0.0|0|0.0|0|189.58333333333334|0|10.729166666666666|0
0|2020-08-16|0.0|0|0.0|0|166.04166666666666|0|6.916666666666667|0
0|2020-08-17|0.0|0|0.0|0|144.88541666666666|0|6.229166666666667|0
0|2020-08-18|0.0|0|0.0|0|185.20833333333334|0|4.854166666666667|0
0|2020-08-19|0.0|0|0.0|0|124.47916666666667|0|3.84375|0
0|2020-08-20|0.0|0|0.0|0|184.8125|0|7.697916666666667|0
0|2020-08-21|0.0|0|0.0|0|185.52083333333334|0|9.927083333333334|0
0|2020-08-22|0.0|0|0.0|0|134.84375|0|9.994791666666666|0
0|2020-08-23|0.0|0|0.0|0|106.25|0|8.90625|0
0|2020-08-24|0.0|0|0.0|0|117.70833333333333|0|9.166666666666666|0
0|2020-08-25|0.0|0|0.0|0|106.35416666666667|0|6.380208333333333|0
0|2020-08-26|0.0|0|0.0|0|109.07291666666667|0|6.989583333333333|0
0|2020-08-27|0.0|0|0.0|0|145.98958333333334|0|8.526041666666666|0
0|2020-08-28|0.0|0|0.0|0|185.625|0|14.416666666666666|0
0|2020-08-29|0.0|0|0.0|0|175.9375|0|10.729166666666666|0
0|2020-08-30|0.0|0|0.0|0|182.39583333333334|0|12.34375|0
0|2020-08-31|0.0|0|0.0|0|175.41666666666666|0|16.833333333333332|0
0|2020-09-01|0.0|0|0.0|0|177.29166666666666|0|19.020833333333332|0
0|2020-09-02|0.0|0|0.0|0|186.45833333333334|0|16.40625|0
0|2020-09-03|0.0|0|0.0|0|167.29166666666666|0|11.505208333333334|0
0|2020-09-04|0.0|0|0.0|0|126.14583333333333|0|8.125|0
0|2020-09-05|0.0|0|0.0|0|65.16666666666667|0|8.833333333333334|0
0|2020-09-06|0.0|0|0.0|0|91.04166666666667|0|4.760416666666667|0
0|2020-09-07|0.0|0|0.0|0|144.6875|0|4.895833333333333|0
0|2020-09-08|0.0|0|0.0|0|163.125|0|10.604166666666666|0
0|2020-09-09|0.0|0|0.0|0|157.5|0|12.713541666666666|0
0|2020-09-10|0.0|0|0.0|0|179.73958333333334|0|10.71875|0
0|2020-09-11|0.0|0|0.0|0|138.64583333333334|0|8.651041666666666|0
0|2020-09-12|0.0|0|0.0|0|125.72916666666667|0|6.46875|0
0|2020-09-13|0.0|0|0.0|0|121.97916666666667|0|9.552083333333334|0
0|2020-09-14|0.0|0|0.0|0|95.3125|0|8.447916666666666|0
0|2020-09-15|0.0|0|0.0|0|132.39583333333334|0|8.0|0
0|2020-09-16|0.0|0|0.0|0|302.96875|0|6.723958333333333|0
0|2020-09-17|0.0|0|0.0|0|195.72916666666666|0|7.744791666666667|0
0|2020-09-18|0.0|0|0.0|0|91.30208333333333|0|11.223958333333334|0
0|2020-09-19|0.0|0|0.0|0|40.989583333333336|0|10.703125|0
0|2020-09-20|0.0|0|0.0|0|59.947916666666664|0|13.572916666666666|0
0|2020-09-21|0.0|0|0.0|0|350.8854166666667|0|13.619791666666666|0
0|2020-09-22|0.0|0|0.0|0|315.8333333333333|0|14.90625|0
0|2020-09-23|0.0|0|0.0|0|345.5208333333333|0|9.145833333333334|0
0|2020-09-24|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-25|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-26|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-27|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-28|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-29|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-09-30|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-01|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-02|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-03|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-04|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-05|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-06|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-07|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-08|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-09|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-10|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-11|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-12|0.0|0|0.0|0|360.0|0|10.0|0
0|2020-10-13|0.0|0|0.0|0|322.8333333333333|0|9.833333333333334|0
0|2020-10-14|0.0|0|0.0|0|137.0|0|9.0|0
0|2020-10-15|0.0|0|0.0|0|136.83333333333334|0|9.666666666666666|0
0|2020-10-16|0.0|0|0.0|0|118.16666666666667|0|12.333333333333334|0
0|2020-10-17|0.0|0|0.0|0|49.166666666666664|0|9.0|0
0|2020-10-18|0.0|0|0.0|0|148.33333333333334|0|9.333333333333334|0
0|2020-10-19|0.0|0|0.0|0|139.66666666666666|0|11.0|0
0|2020-10-20|0.0|0|0.0|0|138.0|0|11.0|0
0|2020-10-21|0.0|0|0.0|0|127.17708333333333|0|11.421875|0
0|2020-10-22|0.0|0|0.0|0|138.38541666666666|0|9.239583333333334|0
0|2020-10-23|0.0|0|0.0|0|141.45833333333334|0|6.802083333333333|0
0|2020-10-24|0.0|0|0.0|0|101.875|0|9.052083333333334|0
0|2020-10-25|0.0|0|0.0|0|146.35416666666666|0|9.947916666666666|0
0|2020-10-26|0.0|0|0.0|0|155.98958333333334|0|14.598958333333334|0
0|2020-10-27|0.0|0|0.0|0|114.94791666666667|0|13.104166666666666|0
0|2020-10-28|0.0|0|0.0|0|294.6979166666667|0|12.932291666666666|0
0|2020-10-29|0.0|0|0.0|0|245.57291666666666|0|8.229166666666666|0
0|2020-10-30|0.0|0|0.0|0|120.95833333333333|0|6.447916666666667|0
0|2020-10-31|0.0|0|0.0|0|104.875|0|6.010416666666667|0
0|2020-11-01|0.0|0|0.0|0|44.09375|0|7.625|0
0|2020-11-02|0.0|0|0.0|0|60.635416666666664|0|6.8125|0
0|2020-11-03|0.0|0|0.0|0|68.28125|0|6.119791666666667|0
0|2020-11-04|0.0|0|0.0|0|130.9375|0|6.010416666666667|0
0|2020-11-05|0.0|0|0.0|0|134.375|0|7.296875|0
0|2020-11-06|0.0|0|0.0|0|127.67708333333333|0|7.911458333333333|0
0|2020-11-07|0.0|0|0.0|0|118.90625|0|9.921875|0
0|2020-11-08|0.0|0|0.0|0|122.91666666666667|0|12.057291666666666|0
0|2020-11-09|0.0|0|0.0|0|141.33854166666666|0|11.708333333333334|0
0|2020-11-10|0.0|0|0.0|0|152.91666666666666|0|9.640625|0
0|2020-11-11|0.0|0|0.0|0|142.96875|0|7.145833333333333|0
0|2020-11-12|0.0|0|0.0|0|135.88541666666666|0|8.588541666666666|0
0|2020-11-13|0.0|0|0.0|0|131.79166666666666|0|7.546875|0
0|2020-11-14|0.0|0|0.0|0|151.86458333333334|0|12.572916666666666|0
0|2020-11-15|0.0|0|0.0|0|96.48958333333333|0|15.020833333333334|0
0|2020-11-16|0.0|0|0.0|0|73.125|0|8.635416666666666|0
0|2020-11-17|0.0|0|0.0|0|90.875|0|9.427083333333334|0
0|2020-11-18|0.0|0|0.0|0|109.21875|0|9.088541666666666|0
0|2020-11-19|0.0|0|0.0|0|135.77083333333334|0|9.661458333333334|0
0|2020-11-20|0.0|0|0.0|0|143.75|0|12.223958333333334|0
0|2020-11-21|0.0|0|0.0|0|130.0|0|13.0|0
0|2020-11-22|0.0|0|0.0|0|131.25|0|11.5|0
0|2020-11-23|0.0|0|0.0|0|140.0|0|9.0|0
0|2020-11-24|0.0|0|0.0|0|140.0|0|9.0|0
0|2020-11-25|0.0|0|0.0|0|108.22916666666667|0|8.90625|0
0|2020-11-26|0.0|0|0.0|0|60.0|0|7.0|0
0|2020-11-27|0.0|0|0.0|0|73.95833333333333|0|7.0|0
0|2020-11-28|0.0|0|0.0|0|127.0|0|7.0|0
0|2020-11-29|0.0|0|0.0|0|103.34375|0|9.46875|0
0|2020-11-30|0.0|0|0.0|0|176.92708333333334|0|11.114583333333334|0
0|2020-12-01|0.0|0|0.0|0|110.15625|0|4.723958333333333|0
0|2020-12-02|0.0|0|0.0|0|165.98958333333334|0|8.21875|0
0|2020-12-03|0.0|0|0.0|0|224.95833333333334|0|12.885416666666666|0
0|2020-12-04|0.0|0|0.0|0|89.01041666666667|0|7.130208333333333|0
0|2020-12-05|0.0|0|0.0|0|80.0|0|5.0|0
0|2020-12-06|0.0|0|0.0|0|194.47916666666666|0|6.927083333333333|0
0|2020-12-07|0.0|0|0.0|0|222.91666666666666|0|6.526041666666667|0
0|2020-12-08|0.0|0|0.0|0|131.61458333333334|0|4.4375|0
0|2020-12-09|0.0|0|0.0|0|130.625|0|4.802083333333333|0
0|2020-12-10|0.0|0|0.0|0|166.34375|0|10.979166666666666|0
0|2020-12-11|0.0|0|0.0|0|152.0|0|11.0|0
0|2020-12-12|0.0|0|0.0|0|152.0|0|11.0|0
0|2020-12-13|0.0|0|0.0|0|122.22916666666667|0|12.557291666666666|0
0|2020-12-14|0.0|0|0.0|0|26.979166666666668|0|14.979166666666666|0
0|2020-12-15|0.0|0|0.0|0|91.0|0|7.0|0
0|2020-12-16|0.0|0|0.0|0|97.78125|0|8.739583333333334|0
