|dates|Lunenburg_Virginia_UnitedStates.BLS_EmployedPopulation.data|Lunenburg_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Lunenburg_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Lunenburg_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Lunenburg_Virginia_UnitedStates.BLS_UnemploymentRate.data|Lunenburg_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Lunenburg_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Lunenburg_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-02|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-03|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-04|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-05|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-06|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-07|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-08|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-09|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-10|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-11|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-12|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-13|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-14|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-15|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-16|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-17|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-18|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-19|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-20|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-21|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-22|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-23|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-24|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
0|2020-01-25|5197.0|0|164.0|0|3.059130759186719|0|5361.0|0
