|dates|Custer_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Custer_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Custer_Montana_UnitedStates.Male_Total_Population.data|Custer_Montana_UnitedStates.Male_Total_Population.missing|Custer_Montana_UnitedStates.Female_Total_Population.data|Custer_Montana_UnitedStates.Female_Total_Population.missing|Custer_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Custer_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2313.0|0|5806.0|0|5780.0|0|2472.0|0
