|dates|Harford_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harford_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harford_Maryland_UnitedStates.Male_Total_Population.data|Harford_Maryland_UnitedStates.Male_Total_Population.missing|Harford_Maryland_UnitedStates.Female_Total_Population.data|Harford_Maryland_UnitedStates.Female_Total_Population.missing|Harford_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Harford_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|41128.0|0|124388.0|0|129568.0|0|56335.0|0
