|dates|Richland_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_SouthCarolina_UnitedStates.Male_Total_Population.data|Richland_SouthCarolina_UnitedStates.Male_Total_Population.missing|Richland_SouthCarolina_UnitedStates.Female_Total_Population.data|Richland_SouthCarolina_UnitedStates.Female_Total_Population.missing|Richland_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52790.0|0|200319.0|0|214257.0|0|88630.0|0
