|dates|Delaware_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Iowa_UnitedStates.Male_Total_Population.data|Delaware_Iowa_UnitedStates.Male_Total_Population.missing|Delaware_Iowa_UnitedStates.Female_Total_Population.data|Delaware_Iowa_UnitedStates.Female_Total_Population.missing|Delaware_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3292.0|0|8611.0|0|8458.0|0|4031.0|0
