|dates|Angelina_Texas_UnitedStates.BLS_EmployedPopulation.data|Angelina_Texas_UnitedStates.BLS_EmployedPopulation.missing|Angelina_Texas_UnitedStates.BLS_UnemployedPopulation.data|Angelina_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Angelina_Texas_UnitedStates.BLS_UnemploymentRate.data|Angelina_Texas_UnitedStates.BLS_UnemploymentRate.missing|Angelina_Texas_UnitedStates.BLS_LaborForcePopulation.data|Angelina_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-02|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-03|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-04|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-05|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-06|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-07|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-08|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-09|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-10|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-11|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-12|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-13|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-14|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-15|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-16|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-17|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-18|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-19|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-20|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-21|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-22|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-23|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-24|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-25|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-26|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-27|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-28|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-29|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-30|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-01-31|34239.0|0|1591.0|0|4.4404130616801565|0|35830.0|0
0|2020-02-01|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-02|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-03|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-04|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-05|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-06|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-07|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-08|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-09|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-10|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-11|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-12|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-13|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-14|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-15|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-16|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-17|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-18|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-19|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-20|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-21|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-22|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-23|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-24|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-25|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-26|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-27|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-28|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-02-29|34489.5|0|1505.5|0|4.182525350743159|0|35995.0|0
0|2020-03-01|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-02|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-03|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-04|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-05|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-06|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-07|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-08|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-09|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-10|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-11|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-12|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-13|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-14|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-15|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-16|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-17|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-18|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-19|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-20|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-21|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-22|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-23|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-24|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-25|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-26|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-27|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-28|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-29|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
0|2020-03-30|33427.0|0|2089.5|0|5.88318105669196|0|35516.5|0
