|dates|Plymouth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Plymouth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Plymouth_Iowa_UnitedStates.Male_Total_Population.data|Plymouth_Iowa_UnitedStates.Male_Total_Population.missing|Plymouth_Iowa_UnitedStates.Female_Total_Population.data|Plymouth_Iowa_UnitedStates.Female_Total_Population.missing|Plymouth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Plymouth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4611.0|0|12530.0|0|12565.0|0|6272.0|0
