|dates|Salem_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Salem_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Salem_Virginia_UnitedStates.Male_Total_Population.data|Salem_Virginia_UnitedStates.Male_Total_Population.missing|Salem_Virginia_UnitedStates.Female_Total_Population.data|Salem_Virginia_UnitedStates.Female_Total_Population.missing|Salem_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Salem_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4836.0|0|12201.0|0|13442.0|0|5115.0|0
