|dates|Lawrence_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Arkansas_UnitedStates.Male_Total_Population.data|Lawrence_Arkansas_UnitedStates.Male_Total_Population.missing|Lawrence_Arkansas_UnitedStates.Female_Total_Population.data|Lawrence_Arkansas_UnitedStates.Female_Total_Population.missing|Lawrence_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3242.0|0|8112.0|0|8322.0|0|3614.0|0
