|dates|Nueces_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nueces_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nueces_Texas_UnitedStates.Male_Total_Population.data|Nueces_Texas_UnitedStates.Male_Total_Population.missing|Nueces_Texas_UnitedStates.Female_Total_Population.data|Nueces_Texas_UnitedStates.Female_Total_Population.missing|Nueces_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Nueces_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52215.0|0|179134.0|0|183131.0|0|88977.0|0
