|dates|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.NYT_ConfirmedCases.data|Franklin_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|139758.0|0|0.0|100|1516.0|0|0.0|100
