|dates|ColonialHeights_Virginia_UnitedStates.BLS_EmployedPopulation.data|ColonialHeights_Virginia_UnitedStates.BLS_EmployedPopulation.missing|ColonialHeights_Virginia_UnitedStates.BLS_UnemployedPopulation.data|ColonialHeights_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|ColonialHeights_Virginia_UnitedStates.BLS_UnemploymentRate.data|ColonialHeights_Virginia_UnitedStates.BLS_UnemploymentRate.missing|ColonialHeights_Virginia_UnitedStates.BLS_LaborForcePopulation.data|ColonialHeights_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
