|dates|Hinds_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hinds_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hinds_Mississippi_UnitedStates.Male_Total_Population.data|Hinds_Mississippi_UnitedStates.Male_Total_Population.missing|Hinds_Mississippi_UnitedStates.Female_Total_Population.data|Hinds_Mississippi_UnitedStates.Female_Total_Population.missing|Hinds_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Hinds_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33341.0|0|110637.0|0|126448.0|0|57047.0|0
