|dates|Henry_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Iowa_UnitedStates.Male_Total_Population.data|Henry_Iowa_UnitedStates.Male_Total_Population.missing|Henry_Iowa_UnitedStates.Female_Total_Population.data|Henry_Iowa_UnitedStates.Female_Total_Population.missing|Henry_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3806.0|0|10349.0|0|9718.0|0|4334.0|0
