|dates|Cheshire_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cheshire_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cheshire_NewHampshire_UnitedStates.Male_Total_Population.data|Cheshire_NewHampshire_UnitedStates.Male_Total_Population.missing|Cheshire_NewHampshire_UnitedStates.Female_Total_Population.data|Cheshire_NewHampshire_UnitedStates.Female_Total_Population.missing|Cheshire_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Cheshire_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15224.0|0|37437.0|0|39056.0|0|13685.0|0
