|dates|Steele_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Steele_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Steele_Minnesota_UnitedStates.Male_Total_Population.data|Steele_Minnesota_UnitedStates.Male_Total_Population.missing|Steele_Minnesota_UnitedStates.Female_Total_Population.data|Steele_Minnesota_UnitedStates.Female_Total_Population.missing|Steele_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Steele_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6491.0|0|18326.0|0|18477.0|0|9163.0|0
