|dates|Lawrence_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lawrence_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lawrence_Kentucky_UnitedStates.Male_Total_Population.data|Lawrence_Kentucky_UnitedStates.Male_Total_Population.missing|Lawrence_Kentucky_UnitedStates.Female_Total_Population.data|Lawrence_Kentucky_UnitedStates.Female_Total_Population.missing|Lawrence_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Lawrence_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2699.0|0|7758.0|0|7813.0|0|3692.0|0
