|dates|Polk_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Arkansas_UnitedStates.Male_Total_Population.data|Polk_Arkansas_UnitedStates.Male_Total_Population.missing|Polk_Arkansas_UnitedStates.Female_Total_Population.data|Polk_Arkansas_UnitedStates.Female_Total_Population.missing|Polk_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4611.0|0|9767.0|0|10282.0|0|4567.0|0
