|dates|Swift_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Swift_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Swift_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Swift_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Swift_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Swift_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Swift_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Swift_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-02|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-03|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-04|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-05|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-06|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-07|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-08|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-09|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-10|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-11|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-12|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-13|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-14|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-15|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-16|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-17|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-18|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-19|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-20|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-21|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-22|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-23|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-24|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-25|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-26|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-27|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-28|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-29|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-30|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-01-31|4445.5|0|303.5|0|6.390819119814698|0|4749.0|0
0|2020-02-01|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-02|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-03|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-04|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-05|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-06|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-07|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-08|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-09|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-10|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-11|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-12|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-13|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-14|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-15|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-16|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-17|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-18|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-19|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-20|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-21|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-22|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-23|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-24|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-25|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-26|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-27|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-28|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-02-29|4482.5|0|260.0|0|5.482340537691091|0|4742.5|0
0|2020-03-01|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-02|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-03|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-04|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-05|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-06|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-07|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-08|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-09|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-10|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-11|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-12|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-13|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-14|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-15|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-16|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-17|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-18|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-19|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-20|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-21|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-22|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-23|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-24|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-25|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-26|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-27|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-28|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-29|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-30|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-03-31|4436.0|0|262.5|0|5.586889432797701|0|4698.5|0
0|2020-04-01|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-02|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-03|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-04|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-05|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-06|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-07|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-08|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-09|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-10|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-11|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-12|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-13|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-14|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-15|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-16|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-17|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-18|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-19|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-20|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-21|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-22|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-23|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-24|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-25|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-26|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-27|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-28|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-29|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-04-30|4415.0|0|402.5|0|8.354955889984431|0|4817.5|0
0|2020-05-01|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-02|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-03|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-04|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-05|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-06|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-07|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-08|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-09|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-10|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-11|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-12|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-13|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-14|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-15|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-16|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-17|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-18|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-19|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-20|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-21|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-22|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-23|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-24|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-25|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-26|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-27|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-28|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-29|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-30|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-05-31|4462.0|0|313.0|0|6.554973821989528|0|4775.0|0
0|2020-06-01|4805.0|0|286.0|0|5.617756825770968|0|5091.0|0
0|2020-06-02|4805.0|0|286.0|0|5.617756825770968|0|5091.0|0
