|dates|Juneau_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Juneau_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Juneau_Wisconsin_UnitedStates.Male_Total_Population.data|Juneau_Wisconsin_UnitedStates.Male_Total_Population.missing|Juneau_Wisconsin_UnitedStates.Female_Total_Population.data|Juneau_Wisconsin_UnitedStates.Female_Total_Population.missing|Juneau_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Juneau_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5390.0|0|14165.0|0|12452.0|0|5382.0|0
