|dates|Macon_Missouri_UnitedStates.BLS_EmployedPopulation.data|Macon_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Macon_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Macon_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Macon_Missouri_UnitedStates.BLS_UnemploymentRate.data|Macon_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Macon_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Macon_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-02|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-03|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-04|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-05|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-06|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-07|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-08|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-09|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-10|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-11|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-12|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-13|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-14|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-15|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-16|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-17|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-18|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-19|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-20|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-21|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-22|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-23|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-24|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-25|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-26|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-27|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-28|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-29|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-30|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-01-31|7302.5|0|322.0|0|4.223227752639517|0|7624.5|0
0|2020-02-01|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-02|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-03|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-04|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-05|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-06|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-07|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-08|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-09|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-10|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-11|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-12|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-13|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-14|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-15|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-16|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-17|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-18|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
0|2020-02-19|7267.0|0|316.5|0|4.173534647590163|0|7583.5|0
