|dates|Ionia_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ionia_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ionia_Michigan_UnitedStates.Male_Total_Population.data|Ionia_Michigan_UnitedStates.Male_Total_Population.missing|Ionia_Michigan_UnitedStates.Female_Total_Population.data|Ionia_Michigan_UnitedStates.Female_Total_Population.missing|Ionia_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ionia_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9477.0|0|34441.0|0|29769.0|0|14277.0|0
