|dates|DeKalb_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeKalb_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeKalb_Illinois_UnitedStates.Male_Total_Population.data|DeKalb_Illinois_UnitedStates.Male_Total_Population.missing|DeKalb_Illinois_UnitedStates.Female_Total_Population.data|DeKalb_Illinois_UnitedStates.Female_Total_Population.missing|DeKalb_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|DeKalb_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13172.0|0|51577.0|0|52566.0|0|22292.0|0
