|dates|Crawford_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Indiana_UnitedStates.Male_Total_Population.data|Crawford_Indiana_UnitedStates.Male_Total_Population.missing|Crawford_Indiana_UnitedStates.Female_Total_Population.data|Crawford_Indiana_UnitedStates.Female_Total_Population.missing|Crawford_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2061.0|0|5371.0|0|5187.0|0|2275.0|0
