|dates|Montmorency_Michigan_UnitedStates.BLS_EmployedPopulation.data|Montmorency_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Montmorency_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Montmorency_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Montmorency_Michigan_UnitedStates.BLS_UnemploymentRate.data|Montmorency_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Montmorency_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Montmorency_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-02|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-03|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-04|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-05|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-06|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-07|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-08|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-09|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-10|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-11|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-12|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-13|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-14|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-15|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-16|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-17|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-18|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-19|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-20|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-21|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-22|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-23|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-24|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-25|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-26|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-27|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-28|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-29|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-30|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-01-31|2674.0|0|351.0|0|11.603305785123966|0|3025.0|0
0|2020-02-01|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-02|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-03|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-04|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-05|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-06|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-07|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-08|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-09|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-10|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
0|2020-02-11|2703.0|0|279.5|0|9.371332774518022|0|2982.5|0
