|dates|Noble_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Noble_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Noble_Ohio_UnitedStates.Male_Total_Population.data|Noble_Ohio_UnitedStates.Male_Total_Population.missing|Noble_Ohio_UnitedStates.Female_Total_Population.data|Noble_Ohio_UnitedStates.Female_Total_Population.missing|Noble_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Noble_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3951.0|0|8371.0|0|5983.0|0|2634.0|0
