|dates|Franklin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_NorthCarolina_UnitedStates.Male_Total_Population.data|Franklin_NorthCarolina_UnitedStates.Male_Total_Population.missing|Franklin_NorthCarolina_UnitedStates.Female_Total_Population.data|Franklin_NorthCarolina_UnitedStates.Female_Total_Population.missing|Franklin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11352.0|0|33391.0|0|34169.0|0|14796.0|0
