|dates|Canyon_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Canyon_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Canyon_Idaho_UnitedStates.Male_Total_Population.data|Canyon_Idaho_UnitedStates.Male_Total_Population.missing|Canyon_Idaho_UnitedStates.Female_Total_Population.data|Canyon_Idaho_UnitedStates.Female_Total_Population.missing|Canyon_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Canyon_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30762.0|0|110725.0|0|112774.0|0|63627.0|0
