|dates|Fauquier_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fauquier_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fauquier_Virginia_UnitedStates.Male_Total_Population.data|Fauquier_Virginia_UnitedStates.Male_Total_Population.missing|Fauquier_Virginia_UnitedStates.Female_Total_Population.data|Fauquier_Virginia_UnitedStates.Female_Total_Population.missing|Fauquier_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Fauquier_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11620.0|0|34991.0|0|35684.0|0|16513.0|0
