|dates|Kanabec_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Kanabec_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Kanabec_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Kanabec_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Kanabec_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Kanabec_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Kanabec_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Kanabec_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-02|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-03|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-04|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-05|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-06|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-07|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-08|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-09|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-10|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-11|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-12|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-13|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-14|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-15|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-16|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-17|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-18|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-19|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-20|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-21|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-22|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-23|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-24|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-25|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-26|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-27|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-28|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-29|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-30|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-01-31|8426.5|0|983.5|0|10.451647183846971|0|9410.0|0
0|2020-02-01|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-02|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-03|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-04|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-05|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-06|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-07|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-08|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-09|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-10|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-11|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-12|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-13|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-14|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-15|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-16|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-17|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-18|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-19|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-20|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-21|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-22|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-23|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-24|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-25|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-26|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-27|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-28|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-02-29|8410.5|0|850.0|0|9.178770044813994|0|9260.5|0
0|2020-03-01|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-02|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-03|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-04|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-05|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-06|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-07|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-08|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-09|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-10|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-11|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-12|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-13|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-14|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
0|2020-03-15|8374.0|0|820.5|0|8.923813149165262|0|9194.5|0
