|dates|Marion_Ohio_UnitedStates.BLS_EmployedPopulation.data|Marion_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Marion_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Marion_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Ohio_UnitedStates.BLS_UnemploymentRate.data|Marion_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Marion_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Marion_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-02|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-03|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-04|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-05|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-06|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-07|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-08|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-09|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-10|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-11|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-12|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-13|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-14|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-15|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-16|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-17|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-18|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-19|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-20|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-21|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-22|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-23|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-24|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-25|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-26|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-27|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-28|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-29|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-30|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-01-31|26901.5|0|1408.5|0|4.975273754856941|0|28310.0|0
0|2020-02-01|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-02|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-03|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-04|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-05|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-06|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-07|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-08|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-09|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-10|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-11|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-12|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-13|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-14|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-15|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-16|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-17|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
0|2020-02-18|27211.5|0|1256.5|0|4.413727694253197|0|28468.0|0
