|dates|Miami-Dade_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miami-Dade_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miami-Dade_Florida_UnitedStates.Male_Total_Population.data|Miami-Dade_Florida_UnitedStates.Male_Total_Population.missing|Miami-Dade_Florida_UnitedStates.Female_Total_Population.data|Miami-Dade_Florida_UnitedStates.Female_Total_Population.missing|Miami-Dade_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Miami-Dade_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|448112.0|0|1340718.0|0|1420863.0|0|558250.0|0
