|dates|Maui_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maui_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maui_Hawaii_UnitedStates.Male_Total_Population.data|Maui_Hawaii_UnitedStates.Male_Total_Population.missing|Maui_Hawaii_UnitedStates.Female_Total_Population.data|Maui_Hawaii_UnitedStates.Female_Total_Population.missing|Maui_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Maui_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30566.0|0|83178.0|0|84029.0|0|36347.0|0
