|dates|Cameron_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cameron_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cameron_Pennsylvania_UnitedStates.Male_Total_Population.data|Cameron_Pennsylvania_UnitedStates.Male_Total_Population.missing|Cameron_Pennsylvania_UnitedStates.Female_Total_Population.data|Cameron_Pennsylvania_UnitedStates.Female_Total_Population.missing|Cameron_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Cameron_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1223.0|0|2246.0|0|2246.0|0|782.0|0
