|dates|Carter_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carter_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carter_Oklahoma_UnitedStates.Male_Total_Population.data|Carter_Oklahoma_UnitedStates.Male_Total_Population.missing|Carter_Oklahoma_UnitedStates.Female_Total_Population.data|Carter_Oklahoma_UnitedStates.Female_Total_Population.missing|Carter_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Carter_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8103.0|0|23451.0|0|24726.0|0|12075.0|0
