|dates|Marshall_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Marshall_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Marshall_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Marshall_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Marshall_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Marshall_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Marshall_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Marshall_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-03-20|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-21|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-22|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-23|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-24|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-25|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-26|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-27|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-28|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-29|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-30|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-03-31|6572.0|0|256.0|0|3.7492677211482133|0|6828.0|0
0|2020-04-01|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-02|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-03|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-04|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-05|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-06|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-07|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-08|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-09|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-10|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-11|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-12|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-13|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-14|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-15|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-16|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-17|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-18|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-19|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-20|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-21|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-22|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-23|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-24|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-25|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-26|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-27|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-28|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-29|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-04-30|5716.5|0|1141.5|0|16.64479440069991|0|6858.0|0
0|2020-05-01|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-02|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-03|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-04|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-05|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-06|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-07|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-08|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-09|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-10|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-11|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-12|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-13|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-14|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-15|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-16|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-17|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-18|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-19|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-20|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-21|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-22|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-23|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-24|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-25|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-26|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-27|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-28|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-29|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-30|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-05-31|6078.0|0|756.0|0|11.06233538191396|0|6834.0|0
0|2020-06-01|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-02|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-03|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-04|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-05|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-06|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-07|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-08|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-09|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-10|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-11|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-12|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-13|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-14|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-15|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-16|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-17|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-18|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-19|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-20|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-21|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-22|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-23|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-24|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-25|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-26|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-27|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-28|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-29|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-06-30|6387.0|0|509.0|0|7.381090487238979|0|6896.0|0
0|2020-07-01|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-02|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-03|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-04|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-05|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-06|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-07|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-08|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-09|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-10|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-11|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-12|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-13|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-14|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-15|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-16|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-17|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-18|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-19|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-20|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-21|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-22|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-23|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-24|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-25|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-26|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-27|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-28|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-29|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-30|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-07-31|6360.0|0|456.0|0|6.690140845070423|0|6816.0|0
0|2020-08-01|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-02|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-03|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-04|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-05|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-06|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-07|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-08|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-09|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-10|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-11|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-12|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-13|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-14|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-15|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-16|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-17|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-18|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-19|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-20|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-21|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-22|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-23|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-24|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-25|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-26|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-27|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-28|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-29|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-30|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-08-31|6473.0|0|399.0|0|5.80616996507567|0|6872.0|0
0|2020-09-01|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-02|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-03|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-04|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-05|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-06|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-07|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-08|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-09|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-10|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-11|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-12|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-13|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-14|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-15|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-16|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-17|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-18|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-19|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-20|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-21|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-22|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-23|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-24|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-25|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-26|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-27|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-28|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-29|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-09-30|6641.0|0|365.0|0|5.209820154153583|0|7006.0|0
0|2020-10-01|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-02|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-03|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-04|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-05|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-06|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-07|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-08|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-09|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-10|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-11|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-12|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-13|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-14|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-15|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-16|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-17|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-18|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-19|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-20|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-21|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-22|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-23|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-24|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-25|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-26|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-27|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-28|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-29|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-30|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-10-31|6665.0|0|322.0|0|4.608558751967941|0|6987.0|0
0|2020-11-01|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-02|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-03|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-04|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-05|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-06|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-07|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-08|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-09|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-10|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-11|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-12|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-13|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-14|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-15|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-16|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-17|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-18|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-19|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-20|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-21|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-22|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-23|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-24|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-25|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-26|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-27|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-28|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-29|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-11-30|6659.0|0|320.0|0|4.585184123799971|0|6979.0|0
0|2020-12-01|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-02|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-03|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-04|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-05|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-06|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
0|2020-12-07|6549.0|0|325.0|0|4.727960430608088|0|6874.0|0
