|dates|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.data|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Macon_Alabama_UnitedStates.NYT_ConfirmedCases.data|Macon_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1955.0|0|0.0|100|54.0|0|0.0|100
