|dates|Davidson_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Davidson_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Davidson_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Davidson_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Davidson_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Davidson_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Davidson_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Davidson_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-02|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-03|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-04|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-05|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-06|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-07|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-08|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-09|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-10|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-11|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-12|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-13|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-14|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-15|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-16|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-17|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-18|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-19|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-20|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-21|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-22|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-23|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-24|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-25|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-26|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-27|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-28|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-29|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-30|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-01-31|395871.5|0|11170.5|0|2.744311397841009|0|407042.0|0
0|2020-02-01|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-02|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-03|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-04|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-05|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-06|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-07|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-08|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-09|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-10|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-11|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-12|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-13|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-14|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-15|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-16|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-17|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
0|2020-02-18|397728.0|0|11111.5|0|2.7178146925627296|0|408839.5|0
