|dates|Coos_NewHampshire_UnitedStates.BLS_EmployedPopulation.data|Coos_NewHampshire_UnitedStates.BLS_EmployedPopulation.missing|Coos_NewHampshire_UnitedStates.BLS_UnemployedPopulation.data|Coos_NewHampshire_UnitedStates.BLS_UnemployedPopulation.missing|Coos_NewHampshire_UnitedStates.BLS_UnemploymentRate.data|Coos_NewHampshire_UnitedStates.BLS_UnemploymentRate.missing|Coos_NewHampshire_UnitedStates.BLS_LaborForcePopulation.data|Coos_NewHampshire_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-02|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-03|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-04|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-05|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-06|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-07|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-08|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-09|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-10|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-11|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-12|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-13|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-14|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-15|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-16|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-17|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-18|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-19|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-20|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-21|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-22|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-23|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-24|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-25|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-26|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-27|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-28|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-29|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-30|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-01-31|14151.5|0|610.5|0|4.135618479880775|0|14762.0|0
0|2020-02-01|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-02|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-03|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-04|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-05|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-06|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-07|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-08|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-09|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-10|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-11|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-12|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-13|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-14|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-15|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-16|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-17|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-18|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-19|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-20|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
0|2020-02-21|14013.5|0|603.0|0|4.1254746348305|0|14616.5|0
