|dates|Napa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Napa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Napa_California_UnitedStates.Male_Total_Population.data|Napa_California_UnitedStates.Male_Total_Population.missing|Napa_California_UnitedStates.Female_Total_Population.data|Napa_California_UnitedStates.Female_Total_Population.missing|Napa_California_UnitedStates.MaleAndFemale_Under18_Population.data|Napa_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26665.0|0|69392.0|0|70025.0|0|28800.0|0
