|dates|Polk_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Tennessee_UnitedStates.Male_Total_Population.data|Polk_Tennessee_UnitedStates.Male_Total_Population.missing|Polk_Tennessee_UnitedStates.Female_Total_Population.data|Polk_Tennessee_UnitedStates.Female_Total_Population.missing|Polk_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3544.0|0|8325.0|0|8573.0|0|3306.0|0
