|dates|St.Johns_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Johns_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Johns_Florida_UnitedStates.Male_Total_Population.data|St.Johns_Florida_UnitedStates.Male_Total_Population.missing|St.Johns_Florida_UnitedStates.Female_Total_Population.data|St.Johns_Florida_UnitedStates.Female_Total_Population.missing|St.Johns_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|St.Johns_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51480.0|0|124017.0|0|130244.0|0|55165.0|0
